"Month","Tmin","Tmax","CP"
10,-6,30,0
10,-5,-5,4.01687485410733e-05
10,-5,-4,0.000100840266396666
10,-5,-3,0.000342456647158471
10,-5,-2,0.00138185307618367
10,-5,-1,0.00597923966328017
10,-5,0,0.0261092890062699
10,-5,1,0.105321753192947
10,-5,2,0.31903006809213
10,-5,3,0.546719176657039
10,-5,4,0.590465568068192
10,-5,5,0.61978630371856
10,-5,6,0.600527637035422
10,-5,7,0.668507777712434
10,-5,8,0.616410382960957
10,-5,9,0.65978659799965
10,-5,10,0.686546452417
10,-5,11,0.668485611740083
10,-5,12,0.602775039108372
10,-5,13,0.616416407587083
10,-5,14,0.635002688187704
10,-5,15,0.629823177353129
10,-5,16,0.594417563405186
10,-5,17,0.567690095377524
10,-5,18,0.518690419996851
10,-5,19,0.454392515175376
10,-5,20,0.435549923474059
10,-5,21,0.351485550473639
10,-5,22,0.430539854718383
10,-5,23,0.0644642329720098
10,-5,24,0
10,-5,25,0
10,-5,26,0
10,-5,27,0
10,-5,28,0
10,-5,29,0
10,-5,30,0
10,-4,-4,0.000210688648809307
10,-4,-3,0.000522466155625752
10,-4,-2,0.0017443228289499
10,-4,-1,0.00687489199348631
10,-4,0,0.0286181395471968
10,-4,1,0.112038258045437
10,-4,2,0.332485161305388
10,-4,3,0.554270092116803
10,-4,4,0.60060559362337
10,-4,5,0.645339772459853
10,-4,6,0.643823795244202
10,-4,7,0.675981036415549
10,-4,8,0.626525030686146
10,-4,9,0.692561283202154
10,-4,10,0.69856128409159
10,-4,11,0.652160873471543
10,-4,12,0.633152424662742
10,-4,13,0.657092138064407
10,-4,14,0.67080518898928
10,-4,15,0.619688125489518
10,-4,16,0.591498912869314
10,-4,17,0.557799741158641
10,-4,18,0.497945829964638
10,-4,19,0.475978353481393
10,-4,20,0.391087540714713
10,-4,21,0.315917944857502
10,-4,22,0.400427250599925
10,-4,23,0.09691976487337
10,-4,24,0
10,-4,25,0
10,-4,26,0
10,-4,27,0
10,-4,28,0
10,-4,29,0
10,-4,30,0
10,-3,-3,0.00107945512526319
10,-3,-2,0.002641882581732
10,-3,-1,0.00862514679289057
10,-3,0,0.0326425085334198
10,-3,1,0.121422866828548
10,-3,2,0.348857889730194
10,-3,3,0.560605793110609
10,-3,4,0.606963111897517
10,-3,5,0.626123574007645
10,-3,6,0.662648144824543
10,-3,7,0.633593969675574
10,-3,8,0.680606438637674
10,-3,9,0.690125745299862
10,-3,10,0.648024962418986
10,-3,11,0.666248172602644
10,-3,12,0.689805265230377
10,-3,13,0.697460861911713
10,-3,14,0.655780110634086
10,-3,15,0.516515929111343
10,-3,16,0.552649456044372
10,-3,17,0.525226499813433
10,-3,18,0.511973723380731
10,-3,19,0.468238608894735
10,-3,20,0.37770205394765
10,-3,21,0.369706521986935
10,-3,22,0.386009245130875
10,-3,23,0.0969658227632848
10,-3,24,0
10,-3,25,0
10,-3,26,0
10,-3,27,0
10,-3,28,0
10,-3,29,0
10,-3,30,0
10,-2,-2,0.00538830265312239
10,-2,-1,0.0129369467246834
10,-2,0,0.0404916032240991
10,-2,1,0.136245105655067
10,-2,2,0.370389113566486
10,-2,3,0.568400632958963
10,-2,4,0.586743385373017
10,-2,5,0.606448105774463
10,-2,6,0.663788601998747
10,-2,7,0.64909889348558
10,-2,8,0.726733669908051
10,-2,9,0.684459085953954
10,-2,10,0.654282690535593
10,-2,11,0.696784799743253
10,-2,12,0.723910025835554
10,-2,13,0.684066768105582
10,-2,14,0.60916214139076
10,-2,15,0.569754675557948
10,-2,16,0.483216282552137
10,-2,17,0.545991656195682
10,-2,18,0.495208985308589
10,-2,19,0.475431262749666
10,-2,20,0.450856627977187
10,-2,21,0.427834525783736
10,-2,22,0.424567732810542
10,-2,23,0.0970400960785431
10,-2,24,0
10,-2,25,0
10,-2,26,0
10,-2,27,0
10,-2,28,0
10,-2,29,0
10,-2,30,0
10,-1,-1,0.0258196998989195
10,-1,0,0.0593587785942615
10,-1,1,0.164050190406246
10,-1,2,0.401962695671149
10,-1,3,0.583114643748854
10,-1,4,0.623021328862655
10,-1,5,0.660079779660669
10,-1,6,0.654538529921737
10,-1,7,0.703051904869844
10,-1,8,0.69619431392549
10,-1,9,0.658848952203547
10,-1,10,0.716329987313526
10,-1,11,0.736346784532467
10,-1,12,0.696228842601652
10,-1,13,0.6557979660711
10,-1,14,0.622400499520377
10,-1,15,0.585594350707944
10,-1,16,0.628359105784722
10,-1,17,0.585275042975302
10,-1,18,0.570186139982704
10,-1,19,0.519864441434212
10,-1,20,0.471153411832069
10,-1,21,0.416436091485649
10,-1,22,0.463106364190174
10,-1,23,0.0646177463382279
10,-1,24,0
10,-1,25,0
10,-1,26,0
10,-1,27,0
10,-1,28,0
10,-1,29,0
10,-1,30,0
10,0,0,0.111545869587366
10,0,1,0.224872930700566
10,0,2,0.454534417899939
10,0,3,0.593517291253565
10,0,4,0.651299271673595
10,0,5,0.688494957892772
10,0,6,0.694534563227829
10,0,7,0.707560582318679
10,0,8,0.670071532294216
10,0,9,0.722816365389795
10,0,10,0.713545465166274
10,0,11,0.68606970656552
10,0,12,0.662144960975919
10,0,13,0.638313217611716
10,0,14,0.660490576798598
10,0,15,0.670410343174969
10,0,16,0.624229069190905
10,0,17,0.554331267736172
10,0,18,0.539525726630267
10,0,19,0.450280655104909
10,0,20,0.422667831067711
10,0,21,0.354557111749642
10,0,22,0.479049021320841
10,0,23,0.0322584200302776
10,0,24,0
10,0,25,0
10,0,26,0
10,0,27,0
10,0,28,0
10,0,29,0
10,0,30,0
10,1,1,0.359080028334666
10,1,2,0.547694045019279
10,1,3,0.614206874094327
10,1,4,0.651582070640544
10,1,5,0.731454006039742
10,1,6,0.699473349811967
10,1,7,0.727390567995575
10,1,8,0.764904284240493
10,1,9,0.748986265480694
10,1,10,0.687369020647302
10,1,11,0.692121429003855
10,1,12,0.690951878016319
10,1,13,0.701084006991439
10,1,14,0.689890576243683
10,1,15,0.496788002152725
10,1,16,0.57879509188379
10,1,17,0.353495096025044
10,1,18,0.470929722687467
10,1,19,0.369480582371303
10,1,20,0.355360831060195
10,1,21,0.33529893677998
10,1,22,0.451308698752772
10,1,23,0
10,1,24,0
10,1,25,0
10,1,26,0
10,1,27,0
10,1,28,0
10,1,29,0
10,1,30,0
10,2,2,0.625165569797551
10,2,3,0.634217630592271
10,2,4,0.681135510293812
10,2,5,0.735477010122855
10,2,6,0.713378990274425
10,2,7,0.746117912872788
10,2,8,0.75446518033987
10,2,9,0.762193467984318
10,2,10,0.729890230542517
10,2,11,0.754317614278305
10,2,12,0.715556649007161
10,2,13,0.747507924350617
10,2,14,0.688704103829109
10,2,15,0.565254996254882
10,2,16,0.565967467563523
10,2,17,0.520403138987801
10,2,18,0.303122025093531
10,2,19,0.215458737095994
10,2,20,0.374629221692172
10,2,21,0.321752536287867
10,2,22,0.387915514170798
10,2,23,0
10,2,24,0
10,2,25,0
10,2,26,0
10,2,27,0
10,2,28,0
10,2,29,0
10,2,30,0
10,3,3,0.648565775962529
10,3,4,0.687015242990104
10,3,5,0.756281046295885
10,3,6,0.758533055486939
10,3,7,0.776258796050952
10,3,8,0.744896039363459
10,3,9,0.736380992865584
10,3,10,0.72664223485733
10,3,11,0.71361519618812
10,3,12,0.689187407675861
10,3,13,0.656983193909539
10,3,14,0.626848779083322
10,3,15,0.591196253985093
10,3,16,0.566912657764446
10,3,17,0.490699670008909
10,3,18,0.391563387995795
10,3,19,0.260073232069683
10,3,20,0.160841418258922
10,3,21,0.394191996881147
10,3,22,0.226421541638641
10,3,23,0
10,3,24,0
10,3,25,0
10,3,26,0
10,3,27,0
10,3,28,0
10,3,29,0
10,3,30,0
10,4,4,0.717979987529154
10,4,5,0.774819516672472
10,4,6,0.766265766257301
10,4,7,0.768957710298905
10,4,8,0.749067450815775
10,4,9,0.750761529744376
10,4,10,0.744184597187879
10,4,11,0.72856153825612
10,4,12,0.717327262487528
10,4,13,0.695688853068113
10,4,14,0.670514903013259
10,4,15,0.637344854139347
10,4,16,0.60110139041162
10,4,17,0.631708431395851
10,4,18,0.599403479270393
10,4,19,0.54708549408301
10,4,20,0.466881559242249
10,4,21,0.458196163922511
10,4,22,0.0646054412630231
10,4,23,0
10,4,24,0
10,4,25,0
10,4,26,0
10,4,27,0
10,4,28,0
10,4,29,0
10,4,30,0
10,5,5,0.785131768723257
10,5,6,0.798708089976778
10,5,7,0.818393788628106
10,5,8,0.799664916153078
10,5,9,0.801294660633649
10,5,10,0.800099230535615
